Store ID,Product ID,Category,Inventory Level,Units Sold,Risk_Flag
S003,P0010,Clothing,343,321,Low Stock Risk
S003,P0011,Electronics,363,267,Low Stock Risk
S003,P0012,Furniture,278,7,OK
S003,P0013,Toys,457,343,Low Stock Risk
S003,P0014,Groceries,332,214,OK
S003,P0015,Clothing,255,187,Low Stock Risk
S003,P0016,Clothing,497,47,OK
S003,P0017,Clothing,472,218,OK
S003,P0018,Electronics,460,49,OK
S003,P0019,Toys,251,167,OK
S003,P0020,Clothing,59,1,OK
S004,P0001,Groceries,237,75,OK
S004,P0002,Groceries,309,13,OK
S004,P0003,Groceries,407,182,OK
S004,P0004,Groceries,326,265,Low Stock Risk
S004,P0005,Clothing,283,216,Low Stock Risk
S004,P0006,Toys,438,192,OK
S004,P0007,Groceries,280,90,OK
S004,P0008,Furniture,485,196,OK
S004,P0009,Clothing,125,32,OK
S004,P0010,Groceries,318,207,OK
S004,P0011,Electronics,458,435,Low Stock Risk
S004,P0012,Toys,414,273,OK
S004,P0013,Groceries,286,226,Low Stock Risk
S004,P0014,Groceries,194,157,Low Stock Risk
S004,P0015,Furniture,493,394,Low Stock Risk
S004,P0016,Groceries,496,303,OK
S004,P0017,Clothing,327,247,Low Stock Risk
S004,P0018,Furniture,244,25,OK
S004,P0019,Clothing,317,109,OK
S004,P0020,Electronics,453,40,OK
S005,P0001,Furniture,160,9,OK
S005,P0002,Clothing,118,69,OK
S005,P0003,Toys,176,52,OK
S005,P0004,Groceries,449,171,OK
S005,P0005,Clothing,445,152,OK
S005,P0006,Toys,158,50,OK
S005,P0007,Groceries,163,47,OK
S005,P0008,Clothing,112,38,OK
S005,P0009,Groceries,229,105,OK
S005,P0010,Clothing,351,280,Low Stock Risk
S005,P0011,Clothing,87,80,Low Stock Risk
S005,P0012,Toys,463,181,OK
S005,P0013,Groceries,90,6,OK
S005,P0014,Toys,112,80,Low Stock Risk
S005,P0015,Electronics,408,205,OK
S005,P0016,Clothing,158,33,OK
S005,P0017,Furniture,462,405,Low Stock Risk
S005,P0018,Toys,64,50,Low Stock Risk
S005,P0019,Groceries,459,370,Low Stock Risk
S005,P0020,Electronics,393,51,OK
S001,P0001,Toys,191,123,OK
S001,P0002,Groceries,427,320,Low Stock Risk
S001,P0003,Groceries,484,449,Low Stock Risk
S001,P0004,Groceries,446,120,OK
S001,P0005,Furniture,415,372,Low Stock Risk
S001,P0006,Groceries,180,27,OK
S001,P0007,Electronics,328,35,OK
S001,P0008,Furniture,155,13,OK
S001,P0009,Clothing,324,207,OK
S001,P0010,Clothing,331,231,Low Stock Risk
S001,P0011,Electronics,389,26,OK
S001,P0012,Furniture,224,89,OK
S001,P0013,Furniture,196,5,OK
S001,P0014,Electronics,130,63,OK
S001,P0015,Furniture,409,396,Low Stock Risk
S001,P0016,Clothing,94,90,Low Stock Risk
S001,P0017,Clothing,293,71,OK
S001,P0018,Electronics,71,71,Low Stock Risk
S001,P0019,Furniture,470,469,Low Stock Risk
S001,P0020,Toys,477,185,OK
S002,P0001,Clothing,70,26,OK
S002,P0002,Furniture,401,163,OK
S002,P0003,Clothing,347,271,Low Stock Risk
S002,P0004,Clothing,166,83,OK
S002,P0005,Groceries,483,382,Low Stock Risk
S002,P0006,Electronics,192,160,Low Stock Risk
S002,P0007,Clothing,218,49,OK
S002,P0008,Groceries,373,16,OK
S002,P0009,Electronics,266,128,OK
S002,P0010,Clothing,351,124,OK
S002,P0011,Electronics,242,142,OK
S002,P0012,Toys,473,110,OK
S002,P0013,Furniture,213,125,OK
S002,P0014,Furniture,142,35,OK
S002,P0015,Furniture,283,113,OK
S002,P0016,Furniture,238,15,OK
S002,P0017,Toys,325,28,OK
S002,P0018,Clothing,103,84,Low Stock Risk
S002,P0019,Clothing,278,183,OK
S002,P0020,Clothing,465,344,Low Stock Risk
S003,P0001,Groceries,65,53,Low Stock Risk
S003,P0002,Furniture,232,120,OK
S003,P0003,Groceries,89,35,OK
S003,P0004,Clothing,371,276,Low Stock Risk
S003,P0005,Furniture,323,320,Low Stock Risk
S003,P0006,Groceries,72,39,OK
S003,P0007,Clothing,440,223,OK
S003,P0008,Clothing,60,28,OK
S003,P0009,Electronics,239,55,OK
S003,P0010,Clothing,499,183,OK
S003,P0011,Electronics,97,72,Low Stock Risk
S003,P0012,Electronics,125,106,Low Stock Risk
S003,P0013,Groceries,109,89,Low Stock Risk
S003,P0014,Groceries,64,29,OK
S003,P0015,Toys,267,249,Low Stock Risk
S003,P0016,Electronics,369,206,OK
S003,P0017,Groceries,76,10,OK
S003,P0018,Groceries,73,17,OK
S003,P0019,Toys,268,70,OK
S003,P0020,Furniture,452,310,Low Stock Risk
S004,P0001,Clothing,250,71,OK
S004,P0002,Toys,64,61,Low Stock Risk
S004,P0003,Groceries,443,299,Low Stock Risk
S004,P0004,Toys,154,87,OK
S004,P0005,Furniture,125,99,Low Stock Risk
S004,P0006,Toys,295,216,Low Stock Risk
S004,P0007,Toys,180,118,OK
S004,P0008,Clothing,330,163,OK
S004,P0009,Groceries,278,80,OK
S004,P0010,Clothing,385,313,Low Stock Risk
S004,P0011,Furniture,186,143,Low Stock Risk
S004,P0012,Toys,348,250,Low Stock Risk
S004,P0013,Toys,317,114,OK
S004,P0014,Clothing,205,101,OK
S004,P0015,Electronics,127,71,OK
S004,P0016,Groceries,381,46,OK
S004,P0017,Clothing,440,198,OK
S004,P0018,Electronics,323,108,OK
S004,P0019,Furniture,410,142,OK
S004,P0020,Electronics,465,58,OK
S005,P0001,Clothing,206,161,Low Stock Risk
S005,P0002,Toys,206,181,Low Stock Risk
S005,P0003,Toys,365,310,Low Stock Risk
S005,P0004,Clothing,447,202,OK
S005,P0005,Toys,300,283,Low Stock Risk
S005,P0006,Furniture,189,25,OK
S005,P0007,Electronics,78,68,Low Stock Risk
S005,P0008,Groceries,359,163,OK
S005,P0009,Clothing,334,179,OK
S005,P0010,Electronics,454,342,Low Stock Risk
S005,P0011,Clothing,468,316,Low Stock Risk
S005,P0012,Electronics,119,4,OK
S005,P0013,Clothing,135,134,Low Stock Risk
S005,P0014,Electronics,221,147,OK
S005,P0015,Electronics,69,37,OK
S005,P0016,Groceries,174,74,OK
S005,P0017,Groceries,402,28,OK
S005,P0018,Electronics,93,12,OK
S005,P0019,Groceries,274,75,OK
S005,P0020,Furniture,440,309,Low Stock Risk
S001,P0001,Groceries,356,10,OK
S001,P0002,Electronics,426,186,OK
S001,P0003,Toys,418,366,Low Stock Risk
S001,P0004,Toys,274,135,OK
S001,P0005,Clothing,351,320,Low Stock Risk
S001,P0006,Groceries,90,48,OK
S001,P0007,Furniture,75,68,Low Stock Risk
S001,P0008,Clothing,279,8,OK
S001,P0009,Clothing,142,110,Low Stock Risk
S001,P0010,Groceries,400,8,OK
S001,P0011,Furniture,197,104,OK
S001,P0012,Furniture,222,204,Low Stock Risk
S001,P0013,Groceries,277,13,OK
S001,P0014,Toys,182,103,OK
S001,P0015,Clothing,260,252,Low Stock Risk
S001,P0016,Electronics,289,285,Low Stock Risk
S001,P0017,Groceries,269,159,OK
S001,P0018,Electronics,479,255,OK
S001,P0019,Furniture,199,9,OK
S001,P0020,Groceries,150,13,OK
S002,P0001,Electronics,53,41,Low Stock Risk
S002,P0002,Groceries,160,2,OK
S002,P0003,Toys,108,34,OK
S002,P0004,Toys,334,295,Low Stock Risk
S002,P0005,Electronics,315,111,OK
S002,P0006,Groceries,195,142,Low Stock Risk
S002,P0007,Electronics,140,117,Low Stock Risk
S002,P0008,Furniture,285,77,OK
S002,P0009,Toys,330,177,OK
S002,P0010,Furniture,108,87,Low Stock Risk
S002,P0011,Groceries,81,52,OK
S002,P0012,Clothing,211,203,Low Stock Risk
S002,P0013,Toys,307,12,OK
S002,P0014,Groceries,495,191,OK
S002,P0015,Electronics,414,85,OK
S002,P0016,Furniture,249,108,OK
S002,P0017,Toys,190,31,OK
S002,P0018,Groceries,169,60,OK
S002,P0019,Electronics,124,77,OK
S002,P0020,Clothing,195,40,OK
S003,P0001,Groceries,498,362,Low Stock Risk
S003,P0002,Groceries,107,7,OK
S003,P0003,Toys,107,39,OK
S003,P0004,Groceries,340,322,Low Stock Risk
S003,P0005,Clothing,313,283,Low Stock Risk
S003,P0006,Clothing,445,9,OK
S003,P0007,Electronics,210,4,OK
S003,P0008,Electronics,139,124,Low Stock Risk
S003,P0009,Furniture,433,124,OK
S003,P0010,Clothing,339,69,OK
S003,P0011,Electronics,101,39,OK
S003,P0012,Groceries,244,243,Low Stock Risk
S003,P0013,Furniture,350,292,Low Stock Risk
S003,P0014,Furniture,97,12,OK
S003,P0015,Electronics,100,81,Low Stock Risk
S003,P0016,Furniture,443,413,Low Stock Risk
S003,P0017,Furniture,380,275,Low Stock Risk
S003,P0018,Clothing,289,180,OK
S003,P0019,Furniture,141,45,OK
S003,P0020,Groceries,242,119,OK
S004,P0001,Electronics,470,279,OK
S004,P0002,Toys,264,107,OK
S004,P0003,Clothing,437,77,OK
S004,P0004,Electronics,339,297,Low Stock Risk
S004,P0005,Toys,176,143,Low Stock Risk
S004,P0006,Groceries,417,78,OK
S004,P0007,Furniture,245,221,Low Stock Risk
S004,P0008,Groceries,77,18,OK
S004,P0009,Furniture,386,146,OK
S004,P0010,Electronics,157,40,OK
S004,P0011,Furniture,459,162,OK
S004,P0012,Electronics,500,195,OK
S004,P0013,Clothing,317,186,OK
S004,P0014,Furniture,444,230,OK
S004,P0015,Furniture,485,295,OK
S004,P0016,Clothing,113,40,OK
S004,P0017,Furniture,313,6,OK
S004,P0018,Clothing,353,45,OK
S004,P0019,Groceries,223,35,OK
S004,P0020,Clothing,366,111,OK
S005,P0001,Clothing,436,44,OK
S005,P0002,Clothing,59,20,OK
S005,P0003,Clothing,483,95,OK
S005,P0004,Clothing,375,182,OK
S005,P0005,Electronics,247,223,Low Stock Risk
S005,P0006,Electronics,416,24,OK
S005,P0007,Furniture,327,159,OK
S005,P0008,Toys,138,24,OK
S005,P0009,Furniture,451,137,OK
S005,P0010,Toys,79,45,OK
S005,P0011,Groceries,436,287,OK
S005,P0012,Furniture,402,82,OK
S005,P0013,Clothing,391,212,OK
S005,P0014,Clothing,229,184,Low Stock Risk
S005,P0015,Electronics,194,158,Low Stock Risk
S005,P0016,Furniture,53,13,OK
S005,P0017,Groceries,118,84,Low Stock Risk
S005,P0018,Toys,170,47,OK
S005,P0019,Toys,269,66,OK
S005,P0020,Clothing,391,120,OK
S001,P0001,Clothing,210,18,OK
S001,P0002,Groceries,348,304,Low Stock Risk
S001,P0003,Furniture,93,59,OK
S001,P0004,Clothing,476,389,Low Stock Risk
S001,P0005,Groceries,250,112,OK
S001,P0006,Clothing,361,174,OK
S001,P0007,Furniture,456,203,OK
S001,P0008,Furniture,152,69,OK
S001,P0009,Toys,344,79,OK
S001,P0010,Furniture,143,57,OK
S001,P0011,Clothing,385,318,Low Stock Risk
S001,P0012,Groceries,67,30,OK
S001,P0013,Furniture,447,387,Low Stock Risk
S001,P0014,Toys,383,264,Low Stock Risk
S001,P0015,Electronics,103,83,Low Stock Risk
S001,P0016,Furniture,282,216,Low Stock Risk
S001,P0017,Groceries,81,73,Low Stock Risk
S001,P0018,Clothing,474,201,OK
S001,P0019,Clothing,378,4,OK
S001,P0020,Furniture,119,114,Low Stock Risk
S002,P0001,Groceries,323,130,OK
S002,P0002,Groceries,179,54,OK
S002,P0003,Electronics,187,2,OK
S002,P0004,Toys,415,119,OK
S002,P0005,Furniture,199,189,Low Stock Risk
S002,P0006,Furniture,439,412,Low Stock Risk
S002,P0007,Toys,365,37,OK
S002,P0008,Furniture,261,152,OK
S002,P0009,Furniture,119,119,Low Stock Risk
S002,P0010,Groceries,349,228,OK
S002,P0011,Groceries,183,143,Low Stock Risk
S002,P0012,Electronics,179,133,Low Stock Risk
S002,P0013,Clothing,101,20,OK
S002,P0014,Electronics,468,63,OK
S002,P0015,Groceries,368,305,Low Stock Risk
S002,P0016,Electronics,252,228,Low Stock Risk
S002,P0017,Clothing,477,440,Low Stock Risk
S002,P0018,Groceries,321,195,OK
S002,P0019,Clothing,98,36,OK
S002,P0020,Clothing,464,237,OK
S003,P0001,Electronics,56,24,OK
S003,P0002,Furniture,427,205,OK
S003,P0003,Furniture,51,42,Low Stock Risk
S003,P0004,Toys,340,234,Low Stock Risk
S003,P0005,Furniture,112,40,OK
S003,P0006,Clothing,327,105,OK
S003,P0007,Electronics,496,24,OK
S003,P0008,Toys,470,226,OK
S003,P0009,Groceries,351,49,OK
S003,P0010,Electronics,392,18,OK
S003,P0011,Furniture,272,51,OK
S003,P0012,Furniture,244,57,OK
S003,P0013,Clothing,292,198,Low Stock Risk
S003,P0014,Electronics,334,21,OK
S003,P0015,Clothing,108,10,OK
S003,P0016,Toys,195,170,Low Stock Risk
S003,P0017,Furniture,303,210,Low Stock Risk
S003,P0018,Groceries,325,1,OK
S003,P0019,Furniture,142,29,OK
S003,P0020,Clothing,260,80,OK
S004,P0001,Furniture,300,205,Low Stock Risk
S004,P0002,Electronics,175,60,OK
S004,P0003,Furniture,68,2,OK
S004,P0004,Toys,402,203,OK
S004,P0005,Furniture,382,367,Low Stock Risk
S004,P0006,Furniture,140,19,OK
S004,P0007,Groceries,474,461,Low Stock Risk
S004,P0008,Furniture,238,152,OK
S004,P0009,Electronics,249,41,OK
S004,P0010,Clothing,199,151,Low Stock Risk
S004,P0011,Electronics,112,109,Low Stock Risk
S004,P0012,Clothing,491,261,OK
S004,P0013,Clothing,102,6,OK
S004,P0014,Electronics,153,104,Low Stock Risk
S004,P0015,Clothing,443,423,Low Stock Risk
S004,P0016,Clothing,257,241,Low Stock Risk
S004,P0017,Toys,270,77,OK
S004,P0018,Furniture,70,1,OK
S004,P0019,Furniture,242,44,OK
S004,P0020,Electronics,87,76,Low Stock Risk
S005,P0001,Furniture,234,154,OK
S005,P0002,Electronics,368,221,OK
S005,P0003,Groceries,74,36,OK
S005,P0004,Furniture,247,114,OK
S005,P0005,Groceries,90,53,OK
S005,P0006,Groceries,252,201,Low Stock Risk
S005,P0007,Toys,435,302,Low Stock Risk
S005,P0008,Furniture,176,78,OK
S005,P0009,Furniture,309,176,OK
S005,P0010,Clothing,380,151,OK
S005,P0011,Furniture,54,35,OK
S005,P0012,Electronics,283,233,Low Stock Risk
S005,P0013,Electronics,187,60,OK
S005,P0014,Clothing,455,402,Low Stock Risk
S005,P0015,Groceries,314,280,Low Stock Risk
S005,P0016,Groceries,156,36,OK
S005,P0017,Toys,410,287,Low Stock Risk
S005,P0018,Furniture,138,57,OK
S005,P0019,Clothing,289,263,Low Stock Risk
S005,P0020,Furniture,395,208,OK
S001,P0001,Groceries,500,381,Low Stock Risk
S001,P0002,Furniture,110,52,OK
S001,P0003,Clothing,497,428,Low Stock Risk
S001,P0004,Clothing,467,446,Low Stock Risk
S001,P0005,Toys,76,32,OK
S001,P0006,Furniture,98,72,Low Stock Risk
S001,P0007,Furniture,395,356,Low Stock Risk
S001,P0008,Toys,367,85,OK
S001,P0009,Furniture,366,139,OK
S001,P0010,Furniture,217,64,OK
S001,P0011,Furniture,362,213,OK
S001,P0012,Groceries,292,43,OK
S001,P0013,Clothing,153,144,Low Stock Risk
S001,P0014,Furniture,381,141,OK
S001,P0015,Toys,438,355,Low Stock Risk
S001,P0016,Toys,260,139,OK
S001,P0017,Electronics,58,50,Low Stock Risk
S001,P0018,Toys,232,83,OK
S001,P0019,Furniture,442,318,Low Stock Risk
S001,P0020,Toys,382,26,OK
S002,P0001,Furniture,470,266,OK
S002,P0002,Toys,288,180,OK
S002,P0003,Toys,487,73,OK
S002,P0004,Clothing,382,266,Low Stock Risk
S002,P0005,Electronics,83,14,OK
S002,P0006,Electronics,423,65,OK
S002,P0007,Toys,332,121,OK
S002,P0008,Clothing,372,177,OK
S002,P0009,Clothing,384,144,OK
S002,P0010,Clothing,284,123,OK
S002,P0011,Toys,186,50,OK
S002,P0012,Toys,57,22,OK
S002,P0013,Clothing,257,144,OK
S002,P0014,Electronics,291,37,OK
S002,P0015,Electronics,197,196,Low Stock Risk
S002,P0016,Clothing,287,145,OK
S002,P0017,Electronics,188,153,Low Stock Risk
S002,P0018,Toys,219,89,OK
S002,P0019,Groceries,161,71,OK
S002,P0020,Toys,441,399,Low Stock Risk
S003,P0001,Groceries,265,260,Low Stock Risk
S003,P0002,Electronics,498,113,OK
S003,P0003,Electronics,57,5,OK
S003,P0004,Electronics,413,18,OK
S003,P0005,Toys,185,12,OK
S003,P0006,Furniture,280,217,Low Stock Risk
S003,P0007,Groceries,303,220,Low Stock Risk
S003,P0008,Groceries,269,44,OK
S003,P0009,Furniture,150,114,Low Stock Risk
S003,P0010,Furniture,345,308,Low Stock Risk
S003,P0011,Electronics,100,36,OK
S003,P0012,Electronics,403,5,OK
S003,P0013,Toys,97,43,OK
S003,P0014,Groceries,131,7,OK
S003,P0015,Toys,425,21,OK
S003,P0016,Toys,396,361,Low Stock Risk
S003,P0017,Clothing,141,93,OK
S003,P0018,Electronics,495,199,OK
S003,P0019,Electronics,250,187,Low Stock Risk
S003,P0020,Electronics,313,264,Low Stock Risk
S004,P0001,Furniture,55,31,OK
S004,P0002,Clothing,250,148,OK
S004,P0003,Clothing,91,8,OK
S004,P0004,Electronics,270,35,OK
S004,P0005,Groceries,451,255,OK
S004,P0006,Clothing,348,114,OK
S004,P0007,Toys,436,186,OK
S004,P0008,Groceries,187,91,OK
S004,P0009,Electronics,488,30,OK
S004,P0010,Groceries,208,145,Low Stock Risk
S004,P0011,Groceries,200,76,OK
S004,P0012,Groceries,183,159,Low Stock Risk
S004,P0013,Electronics,403,293,Low Stock Risk
S004,P0014,Electronics,347,118,OK
S004,P0015,Groceries,424,289,Low Stock Risk
S004,P0016,Electronics,267,109,OK
S004,P0017,Furniture,256,113,OK
S004,P0018,Electronics,151,96,OK
S004,P0019,Clothing,135,134,Low Stock Risk
S004,P0020,Toys,89,46,OK
S005,P0001,Groceries,103,49,OK
S005,P0002,Groceries,102,5,OK
S005,P0003,Furniture,204,48,OK
S005,P0004,Furniture,368,108,OK
S005,P0005,Toys,491,108,OK
S005,P0006,Clothing,144,97,Low Stock Risk
S005,P0007,Toys,86,37,OK
S005,P0008,Groceries,227,94,OK
S005,P0009,Electronics,413,380,Low Stock Risk
S005,P0010,Electronics,152,95,OK
S005,P0011,Electronics,357,115,OK
S005,P0012,Clothing,407,118,OK
S005,P0013,Electronics,327,140,OK
S005,P0014,Groceries,131,118,Low Stock Risk
S005,P0015,Clothing,187,141,Low Stock Risk
S005,P0016,Toys,140,77,OK
S005,P0017,Toys,370,297,Low Stock Risk
S005,P0018,Electronics,401,161,OK
S005,P0019,Toys,402,201,OK
S005,P0020,Toys,240,138,OK
S001,P0001,Groceries,256,191,Low Stock Risk
S001,P0002,Clothing,439,305,Low Stock Risk
S001,P0003,Groceries,296,157,OK
S001,P0004,Toys,402,246,OK
S001,P0005,Electronics,242,129,OK
S001,P0006,Furniture,117,18,OK
S001,P0007,Clothing,406,370,Low Stock Risk
S001,P0008,Electronics,338,23,OK
S001,P0009,Groceries,405,127,OK
S001,P0010,Toys,252,121,OK
S001,P0011,Groceries,120,55,OK
S001,P0012,Electronics,135,14,OK
S001,P0013,Groceries,81,11,OK
S001,P0014,Furniture,238,108,OK
S001,P0015,Groceries,404,216,OK
S001,P0016,Groceries,76,55,Low Stock Risk
S001,P0017,Toys,340,188,OK
S001,P0018,Electronics,294,133,OK
S001,P0019,Clothing,100,92,Low Stock Risk
S001,P0020,Furniture,451,139,OK
S002,P0001,Electronics,324,180,OK
S002,P0002,Electronics,91,79,Low Stock Risk
S002,P0003,Groceries,345,249,Low Stock Risk
S002,P0004,Groceries,116,19,OK
S002,P0005,Furniture,132,7,OK
S002,P0006,Toys,64,56,Low Stock Risk
S002,P0007,Groceries,78,46,OK
S002,P0008,Electronics,93,84,Low Stock Risk
S002,P0009,Furniture,219,74,OK
S002,P0010,Toys,215,114,OK
S002,P0011,Toys,306,232,Low Stock Risk
S002,P0012,Groceries,67,51,Low Stock Risk
S002,P0013,Electronics,193,137,Low Stock Risk
S002,P0014,Furniture,479,8,OK
S002,P0015,Electronics,227,204,Low Stock Risk
S002,P0016,Clothing,171,102,OK
S002,P0017,Groceries,67,61,Low Stock Risk
S002,P0018,Groceries,303,149,OK
S002,P0019,Furniture,406,16,OK
S002,P0020,Furniture,321,276,Low Stock Risk
S003,P0001,Electronics,405,251,OK
S003,P0002,Groceries,296,58,OK
S003,P0003,Groceries,68,20,OK
S003,P0004,Toys,420,8,OK
S003,P0005,Groceries,488,245,OK
S003,P0006,Groceries,268,106,OK
S003,P0007,Clothing,472,460,Low Stock Risk
S003,P0008,Furniture,132,4,OK
S003,P0009,Toys,145,40,OK
S003,P0010,Furniture,426,388,Low Stock Risk
S003,P0011,Toys,333,282,Low Stock Risk
S003,P0012,Groceries,302,298,Low Stock Risk
S003,P0013,Groceries,480,259,OK
S003,P0014,Furniture,317,248,Low Stock Risk
S003,P0015,Clothing,475,164,OK
S003,P0016,Toys,238,125,OK
S003,P0017,Toys,256,214,Low Stock Risk
S003,P0018,Toys,245,139,OK
S003,P0019,Furniture,57,27,OK
S003,P0020,Furniture,378,208,OK
S004,P0001,Electronics,107,5,OK
S004,P0002,Furniture,346,210,OK
S004,P0003,Clothing,282,227,Low Stock Risk
S004,P0004,Groceries,127,116,Low Stock Risk
S004,P0005,Clothing,265,55,OK
S004,P0006,Toys,439,280,OK
S004,P0007,Electronics,379,194,OK
S004,P0008,Toys,102,17,OK
S004,P0009,Toys,310,244,Low Stock Risk
S004,P0010,Toys,80,8,OK
S004,P0011,Furniture,70,54,Low Stock Risk
S004,P0012,Clothing,368,40,OK
S004,P0013,Electronics,133,119,Low Stock Risk
S004,P0014,Toys,90,85,Low Stock Risk
S004,P0015,Toys,428,220,OK
S004,P0016,Groceries,77,31,OK
S004,P0017,Furniture,60,56,Low Stock Risk
S004,P0018,Furniture,287,224,Low Stock Risk
S004,P0019,Toys,402,270,Low Stock Risk
S004,P0020,Toys,122,9,OK
S005,P0001,Toys,486,287,OK
S005,P0002,Furniture,456,73,OK
S005,P0003,Furniture,383,21,OK
S005,P0004,Clothing,225,72,OK
S005,P0005,Clothing,466,364,Low Stock Risk
S005,P0006,Electronics,475,291,OK
S005,P0007,Furniture,326,317,Low Stock Risk
S005,P0008,Furniture,289,103,OK
S005,P0009,Groceries,297,268,Low Stock Risk
S005,P0010,Clothing,417,405,Low Stock Risk
S005,P0011,Electronics,134,89,OK
S005,P0012,Furniture,321,57,OK
S005,P0013,Toys,176,127,Low Stock Risk
S005,P0014,Electronics,216,94,OK
S005,P0015,Electronics,299,249,Low Stock Risk
S005,P0016,Electronics,217,165,Low Stock Risk
S005,P0017,Electronics,137,1,OK
S005,P0018,Furniture,347,17,OK
S005,P0019,Furniture,324,157,OK
S005,P0020,Clothing,244,121,OK
S001,P0001,Toys,395,289,Low Stock Risk
S001,P0002,Clothing,55,9,OK
S001,P0003,Furniture,235,167,Low Stock Risk
S001,P0004,Toys,498,296,OK
S001,P0005,Groceries,366,287,Low Stock Risk
S001,P0006,Furniture,151,37,OK
S001,P0007,Furniture,442,21,OK
S001,P0008,Toys,248,173,Low Stock Risk
S001,P0009,Clothing,378,172,OK
S001,P0010,Clothing,393,222,OK
S001,P0011,Electronics,219,71,OK
S001,P0012,Clothing,259,57,OK
S001,P0013,Groceries,63,61,Low Stock Risk
S001,P0014,Clothing,409,267,OK
S001,P0015,Electronics,85,49,OK
S001,P0016,Electronics,217,97,OK
S001,P0017,Furniture,87,33,OK
S001,P0018,Electronics,97,94,Low Stock Risk
S001,P0019,Electronics,495,188,OK
S001,P0020,Furniture,126,2,OK
S002,P0001,Clothing,193,149,Low Stock Risk
S002,P0002,Toys,469,462,Low Stock Risk
S002,P0003,Clothing,343,324,Low Stock Risk
S002,P0004,Toys,214,199,Low Stock Risk
S002,P0005,Electronics,133,58,OK
S002,P0006,Toys,76,62,Low Stock Risk
S002,P0007,Furniture,53,53,Low Stock Risk
S002,P0008,Toys,343,86,OK
S002,P0009,Groceries,429,365,Low Stock Risk
S002,P0010,Toys,355,187,OK
S002,P0011,Electronics,243,53,OK
S002,P0012,Furniture,442,339,Low Stock Risk
S002,P0013,Clothing,190,13,OK
S002,P0014,Electronics,488,164,OK
S002,P0015,Furniture,149,65,OK
S002,P0016,Electronics,357,93,OK
S002,P0017,Electronics,170,15,OK
S002,P0018,Toys,150,113,Low Stock Risk
S002,P0019,Groceries,310,295,Low Stock Risk
S002,P0020,Toys,313,122,OK
S003,P0001,Toys,271,210,Low Stock Risk
S003,P0002,Electronics,168,123,Low Stock Risk
S003,P0003,Toys,166,36,OK
S003,P0004,Furniture,298,234,Low Stock Risk
S003,P0005,Electronics,477,301,OK
S003,P0006,Furniture,150,87,OK
S003,P0007,Furniture,191,170,Low Stock Risk
S003,P0008,Toys,239,147,OK
S003,P0009,Groceries,80,74,Low Stock Risk
S003,P0010,Clothing,199,171,Low Stock Risk
S003,P0011,Clothing,137,110,Low Stock Risk
S003,P0012,Electronics,65,44,Low Stock Risk
S003,P0013,Furniture,413,188,OK
S003,P0014,Groceries,415,358,Low Stock Risk
S003,P0015,Groceries,153,58,OK
S003,P0016,Clothing,318,245,Low Stock Risk
S003,P0017,Toys,447,239,OK
S003,P0018,Clothing,369,172,OK
S003,P0019,Furniture,53,40,Low Stock Risk
S003,P0020,Groceries,233,63,OK
S004,P0001,Clothing,155,33,OK
S004,P0002,Furniture,85,37,OK
S004,P0003,Clothing,180,124,Low Stock Risk
S004,P0004,Groceries,300,250,Low Stock Risk
S004,P0005,Toys,448,360,Low Stock Risk
S004,P0006,Groceries,171,150,Low Stock Risk
S004,P0007,Electronics,357,252,Low Stock Risk
S004,P0008,Furniture,295,49,OK
S004,P0009,Electronics,153,144,Low Stock Risk
S004,P0010,Clothing,145,137,Low Stock Risk
S004,P0011,Clothing,500,211,OK
S004,P0012,Electronics,65,65,Low Stock Risk
S004,P0013,Furniture,500,173,OK
S004,P0014,Electronics,298,34,OK
S004,P0015,Clothing,479,233,OK
S004,P0016,Clothing,369,50,OK
S004,P0017,Toys,199,50,OK
S004,P0018,Groceries,96,62,OK
S004,P0019,Clothing,237,9,OK
S004,P0020,Toys,412,151,OK
S005,P0001,Toys,423,377,Low Stock Risk
S005,P0002,Toys,183,80,OK
S005,P0003,Toys,194,14,OK
S005,P0004,Furniture,375,23,OK
S005,P0005,Electronics,158,15,OK
S005,P0006,Clothing,194,61,OK
S005,P0007,Toys,111,42,OK
S005,P0008,Electronics,150,125,Low Stock Risk
S005,P0009,Toys,143,57,OK
S005,P0010,Groceries,365,297,Low Stock Risk
S005,P0011,Clothing,348,174,OK
S005,P0012,Clothing,480,395,Low Stock Risk
S005,P0013,Groceries,281,157,OK
S005,P0014,Toys,239,170,Low Stock Risk
S005,P0015,Clothing,145,20,OK
S005,P0016,Electronics,231,207,Low Stock Risk
S005,P0017,Groceries,281,174,OK
S005,P0018,Groceries,148,0,OK
S005,P0019,Electronics,421,308,Low Stock Risk
S005,P0020,Furniture,467,199,OK
S001,P0001,Groceries,186,7,OK
S001,P0002,Furniture,202,84,OK
S001,P0003,Electronics,313,244,Low Stock Risk
S001,P0004,Clothing,466,458,Low Stock Risk
S001,P0005,Furniture,370,126,OK
S001,P0006,Furniture,225,141,OK
S001,P0007,Toys,300,86,OK
S001,P0008,Toys,191,87,OK
S001,P0009,Clothing,396,358,Low Stock Risk
S001,P0010,Clothing,147,105,Low Stock Risk
S001,P0011,Clothing,427,29,OK
S001,P0012,Electronics,481,325,Low Stock Risk
S001,P0013,Groceries,486,245,OK
S001,P0014,Toys,250,75,OK
S001,P0015,Groceries,168,32,OK
S001,P0016,Electronics,256,115,OK
